,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
17,10.0,Italy,17072061,14080.0,165346.0,102.0,15923935.0,29424.0,982780.0,353.0,283140.0,2742.0,217958460.0,3614836.0,60295539.0,Europe,4.0,365.0,0.0,234.0,2.0,16299.0
18,11.0,Turkey,15055576,1254.0,98904.0,4.0,14953786.0,1358.0,2886.0,975.0,174990.0,1150.0,160871850.0,1869805.0,86036685.0,Asia,6.0,870.0,1.0,15.0,0.05,34.0
19,12.0,Spain,12166206,13028.0,105594.0,50.0,11577956.0,10618.0,482656.0,339.0,260025.0,2257.0,471036328.0,10067320.0,46788651.0,Europe,4.0,443.0,0.0,278.0,1.0,10316.0
20,13.0,Vietnam,10698180,1550.0,43067.0,2.0,9359763.0,4723.0,1295350.0,299.0,108088.0,435.0,85811930.0,866990.0,98976893.0,Asia,9.0,2298.0,1.0,16.0,0.02,13087.0
21,14.0,Argentina,9135308,,128776.0,,8895999.0,,110533.0,300.0,198716.0,2801.0,35716069.0,776916.0,45971570.0,South America,5.0,357.0,1.0,,,2404.0
22,15.0,Japan,8373056,34845.0,30061.0,22.0,7979629.0,28042.0,363366.0,134.0,66584.0,239.0,50521162.0,401751.0,125752328.0,Asia,15.0,4183.0,2.0,277.0,0.2,2890.0
23,16.0,Netherlands,8070269,818.0,22294.0,,7996777.0,7626.0,51198.0,43.0,469044.0,1296.0,21107399.0,1226761.0,17205790.0,Europe,2.0,772.0,1.0,48.0,,2976.0
24,17.0,Iran,7228434,383.0,141232.0,8.0,7022911.0,2076.0,64291.0,755.0,84048.0,1642.0,51771715.0,601969.0,86003907.0,Asia,12.0,609.0,2.0,4.0,0.09,748.0
25,18.0,Australia,6635645,41850.0,7807.0,13.0,6239947.0,40125.0,387891.0,138.0,254695.0,300.0,70938962.0,2722837.0,26053324.0,Australia/Oceania,4.0,3337.0,0.0,1606.0,0.5,14888.0
26,19.0,Colombia,6095316,,139821.0,,5928829.0,,26666.0,342.0,117449.0,2694.0,34675581.0,668157.0,51897393.0,South America,9.0,371.0,1.0,,,514.0
27,20.0,Indonesia,6050958,182.0,156464.0,6.0,5889797.0,263.0,4697.0,2771.0,21693.0,561.0,97434437.0,349310.0,278934010.0,Asia,46.0,1783.0,3.0,0.7,0.02,17.0
28,21.0,Poland,6003529,93.0,116207.0,,5335125.0,13.0,552197.0,981.0,158954.0,3077.0,36228792.0,959218.0,37769081.0,Europe,6.0,325.0,1.0,2.0,,14620.0
29,22.0,Mexico,5751579,1097.0,324611.0,23.0,5049239.0,316.0,377729.0,4798.0,43749.0,2469.0,15897804.0,120926.0,131466704.0,North America,23.0,405.0,8.0,8.0,0.2,2873.0
30,23.0,Ukraine,5009301,370.0,108497.0,6.0,,,,177.0,115842.0,2509.0,19521252.0,451438.0,43242411.0,Europe,9.0,399.0,2.0,9.0,0.1,19490.0
31,24.0,Malaysia,4479809,1697.0,35620.0,5.0,4413310.0,1548.0,30879.0,40.0,135171.0,1075.0,59349271.0,1790774.0,33141683.0,Asia,7.0,930.0,1.0,51.0,0.2,932.0
32,25.0,Thailand,4379084,5238.0,29515.0,40.0,4282767.0,9168.0,66802.0,1496.0,62445.0,421.0,17270775.0,246276.0,70127598.0,Asia,16.0,2376.0,4.0,75.0,0.6,953.0
33,26.0,Austria,4215150,2658.0,18303.0,,4140792.0,4907.0,56055.0,62.0,463075.0,2011.0,185470038.0,20375667.0,9102526.0,Europe,2.0,497.0,0.0,292.0,,6158.0
34,27.0,Belgium,4127123,2568.0,31656.0,11.0,3948039.0,6689.0,147428.0,105.0,353229.0,2709.0,33906863.0,2901997.0,11683974.0,Europe,3.0,369.0,0.0,220.0,0.9,12618.0
35,28.0,Israel,4110600,2199.0,10805.0,5.0,4083611.0,2461.0,16184.0,150.0,440768.0,1159.0,41373364.0,4436346.0,9326000.0,Asia,2.0,863.0,0.0,236.0,0.5,1735.0
36,29.0,Portugal,4066674,,22583.0,,,,,61.0,401009.0,2227.0,41925228.0,4134188.0,10141103.0,Europe,2.0,449.0,0.0,,,115166.0
37,30.0,Czechia,3915925,69.0,40258.0,2.0,3872366.0,765.0,3301.0,10.0,364403.0,3746.0,55326986.0,5148544.0,10746143.0,Europe,3.0,267.0,0.0,6.0,0.2,307.0
38,31.0,South Africa,3894745,2952.0,100771.0,16.0,3713797.0,3101.0,80177.0,192.0,64156.0,1660.0,24903051.0,410214.0,60707421.0,Africa,16.0,602.0,2.0,49.0,0.3,1321.0
39,32.0,Canada,3825901,2072.0,40265.0,7.0,3503005.0,1489.0,282631.0,370.0,99734.0,1050.0,61498258.0,1603138.0,38361174.0,North America,10.0,953.0,1.0,54.0,0.2,7368.0
40,33.0,Philippines,3687891,30.0,60452.0,,3625062.0,293.0,2377.0,480.0,32837.0,538.0,29854342.0,265823.0,112309225.0,Asia,30.0,1858.0,4.0,0.3,,21.0
41,34.0,Switzerland,3641286,667.0,13933.0,1.0,3556295.0,4802.0,71058.0,78.0,415055.0,1588.0,20927607.0,2385451.0,8773018.0,Europe,2.0,630.0,0.0,76.0,0.1,8100.0
42,35.0,Chile,3609338,3816.0,57725.0,3.0,3470904.0,2773.0,80709.0,156.0,185827.0,2972.0,37737644.0,1942920.0,19423155.0,South America,5.0,336.0,1.0,196.0,0.2,4155.0
43,36.0,Peru,3572832,409.0,213044.0,4.0,,,,214.0,105608.0,6297.0,30265672.0,894614.0,33830976.0,South America,9.0,159.0,1.0,12.0,0.1,48450.0
44,37.0,Greece,3395641,3066.0,29576.0,29.0,3314018.0,8004.0,52047.0,171.0,328785.0,2864.0,81266282.0,7868662.0,10327840.0,Europe,3.0,349.0,0.0,297.0,3.0,5039.0
45,38.0,Denmark,2977209,542.0,6293.0,6.0,2961101.0,715.0,9815.0,12.0,510639.0,1079.0,127352132.0,21842939.0,5830357.0,Europe,2.0,926.0,0.0,93.0,1.0,1683.0
46,39.0,Romania,2903394,322.0,65612.0,,,,,131.0,152829.0,3454.0,22965124.0,1208837.0,18997705.0,Europe,7.0,290.0,1.0,17.0,,12166.0
47,40.0,Sweden,2504894,,18864.0,,2478036.0,311.0,7994.0,9.0,245168.0,1846.0,18553837.0,1815965.0,10217065.0,Europe,4.0,542.0,1.0,,,782.0
48,41.0,Iraq,2326577,119.0,25216.0,,2300104.0,119.0,1257.0,14.0,55513.0,602.0,18533607.0,442220.0,41910395.0,Asia,18.0,1662.0,2.0,3.0,,30.0
49,42.0,Serbia,2013240,404.0,16050.0,1.0,1989023.0,814.0,8167.0,16.0,232166.0,1851.0,9606396.0,1107806.0,8671551.0,Europe,4.0,540.0,1.0,47.0,0.1,942.0
50,43.0,Bangladesh,1953049,37.0,29127.0,,1899639.0,220.0,24283.0,1273.0,11642.0,174.0,14056245.0,83789.0,167758600.0,Asia,86.0,5760.0,12.0,0.2,,145.0
51,44.0,Hungary,1909948,,46343.0,,1821435.0,,42170.0,29.0,198653.0,4820.0,11394556.0,1185146.0,9614473.0,Europe,5.0,207.0,1.0,,,4386.0
52,45.0,Slovakia,1787142,49.0,20050.0,9.0,1761801.0,137.0,5291.0,30.0,327041.0,3669.0,7127568.0,1304319.0,5464588.0,Europe,3.0,273.0,1.0,9.0,2.0,968.0
53,46.0,Jordan,1694216,,14048.0,,1678941.0,,1227.0,124.0,163021.0,1352.0,16670254.0,1604049.0,10392609.0,Asia,6.0,740.0,1.0,,,118.0
54,47.0,Georgia,1655221,,16811.0,,1637293.0,,1117.0,,416424.0,4229.0,16920079.0,4256790.0,3974845.0,Asia,2.0,236.0,0.0,,,281.0
55,48.0,Ireland,1535451,,7203.0,,1503325.0,3446.0,24923.0,29.0,304595.0,1429.0,12157473.0,2411737.0,5040961.0,Europe,3.0,700.0,0.0,,,4944.0
56,49.0,Pakistan,1529351,102.0,30376.0,,1494141.0,,4834.0,115.0,6681.0,133.0,28365378.0,123913.0,228914005.0,Asia,150.0,7536.0,8.0,0.4,,21.0
57,50.0,Norway,1430124,353.0,3061.0,,,,,20.0,259997.0,556.0,11002430.0,2000246.0,5500538.0,Europe,4.0,1797.0,0.0,64.0,,243269.0
58,51.0,Kazakhstan,1305649,5.0,13661.0,,1291819.0,1.0,169.0,24.0,68014.0,712.0,11575012.0,602965.0,19196827.0,Asia,15.0,1405.0,2.0,0.3,,9.0
59,52.0,Singapore,1245007,2123.0,1366.0,3.0,1169883.0,3846.0,73758.0,8.0,209724.0,230.0,23767171.0,4003626.0,5936411.0,Asia,5.0,4346.0,0.0,358.0,0.5,12425.0
60,53.0,DPRK,1213550,392930.0,50.0,8.0,648630.0,152602.0,564870.0,,46693.0,2.0,,,25990146.0,Asia,21.0,519803.0,,15118.0,0.3,21734.0
61,54.0,Hong Kong,1208740,234.0,9361.0,,,,,5.0,158820.0,1230.0,44972952.0,5909129.0,7610758.0,Asia,6.0,813.0,0.0,31.0,,155851.0
62,55.0,Morocco,1165849,54.0,16072.0,1.0,1149095.0,41.0,682.0,293.0,30901.0,426.0,11237010.0,297835.0,37728922.0,Africa,32.0,2347.0,3.0,1.0,0.03,18.0
63,56.0,Bulgaria,1161992,362.0,37059.0,11.0,1020735.0,6252.0,104198.0,55.0,169618.0,5410.0,9933729.0,1450045.0,6850634.0,Europe,6.0,185.0,1.0,53.0,2.0,15210.0
64,57.0,Croatia,1131492,42.0,15942.0,12.0,1112121.0,716.0,3429.0,15.0,278835.0,3929.0,4839184.0,1192527.0,4057924.0,Europe,4.0,255.0,1.0,10.0,3.0,845.0
65,58.0,Cuba,1104661,72.0,8529.0,,1095605.0,71.0,527.0,23.0,97639.0,754.0,12920253.0,1142002.0,11313685.0,North America,10.0,1326.0,1.0,6.0,,47.0
66,59.0,Lebanon,1098074,40.0,10409.0,1.0,1085109.0,256.0,2556.0,186.0,162238.0,1538.0,4795578.0,708537.0,6768282.0,Asia,6.0,650.0,1.0,6.0,0.1,378.0
67,60.0,Finland,1069740,,4284.0,,,,,21.0,192509.0,771.0,10832080.0,1949331.0,5556820.0,Europe,5.0,1297.0,1.0,,,183460.0
68,61.0,Lithuania,1060645,25.0,9127.0,,1033009.0,401.0,18509.0,9.0,400050.0,3442.0,9957752.0,3755830.0,2651279.0,Europe,2.0,290.0,0.0,9.0,,6981.0
69,62.0,New Zealand,1050797,7114.0,929.0,6.0,995471.0,6466.0,54397.0,,210071.0,186.0,7127584.0,1424918.0,5002100.0,Australia/Oceania,5.0,5384.0,1.0,1422.0,1.0,10875.0
70,63.0,Tunisia,1041197,,28575.0,,,,,29.0,86407.0,2371.0,4592916.0,381156.0,12049949.0,Africa,12.0,422.0,3.0,,,-1172.95
71,64.0,Slovenia,1019846,142.0,6625.0,1.0,1004289.0,243.0,8932.0,9.0,490435.0,3186.0,2657818.0,1278122.0,2079472.0,Europe,2.0,314.0,1.0,68.0,0.5,4295.0
72,65.0,Belarus,982867,,6978.0,,,,,,104079.0,739.0,13220483.0,1399955.0,9443509.0,Europe,10.0,1353.0,1.0,,,5014.0
73,66.0,Nepal,979004,6.0,11952.0,,966913.0,9.0,139.0,,32507.0,397.0,5670686.0,188289.0,30116950.0,Asia,31.0,2520.0,5.0,0.2,,5.0
74,67.0,Bolivia,906221,75.0,21943.0,,863889.0,224.0,20389.0,220.0,75702.0,1833.0,2705422.0,226001.0,11970860.0,South America,13.0,546.0,4.0,6.0,,1703.0
75,68.0,UAE,902803,319.0,2302.0,,886472.0,344.0,14029.0,,89263.0,228.0,159227817.0,15743419.0,10113929.0,Asia,11.0,4394.0,0.0,32.0,,1387.0
76,69.0,Uruguay,902540,,7213.0,,892434.0,,2893.0,18.0,258145.0,2063.0,6114822.0,1748966.0,3496249.0,South America,4.0,485.0,1.0,,,827.0
77,70.0,Ecuador,872542,274.0,35610.0,3.0,,,,759.0,48089.0,1963.0,2470170.0,136141.0,18144160.0,South America,21.0,510.0,7.0,15.0,0.2,21663.0
78,71.0,Costa Rica,866164,,8444.0,,841683.0,,16037.0,48.0,167177.0,1630.0,4401922.0,849606.0,5181134.0,North America,6.0,614.0,1.0,,,3095.0
79,72.0,Guatemala,852591,88.0,17829.0,7.0,832663.0,166.0,2099.0,5.0,45998.0,962.0,4557623.0,245888.0,18535390.0,North America,22.0,1040.0,4.0,5.0,0.4,113.0
80,73.0,Taiwan,830226,61722.0,1097.0,29.0,66947.0,6313.0,762182.0,,34741.0,46.0,16314805.0,682702.0,23897408.0,Asia,29.0,21784.0,1.0,2583.0,1.0,31894.0
81,74.0,Latvia,826038,339.0,5803.0,5.0,816956.0,703.0,3279.0,6.0,447182.0,3141.0,7223502.0,3910497.0,1847208.0,Europe,2.0,318.0,0.0,184.0,3.0,1775.0
82,75.0,Panama,810242,1799.0,8206.0,1.0,777907.0,2286.0,24129.0,16.0,182413.0,1847.0,6038720.0,1359518.0,4441810.0,North America,5.0,541.0,1.0,405.0,0.2,5432.0
83,76.0,Azerbaijan,792638,,9709.0,,782869.0,,60.0,,76880.0,942.0,6838458.0,663276.0,10310131.0,Asia,13.0,1062.0,2.0,,,6.0
84,77.0,Saudi Arabia,759856,630.0,9118.0,2.0,744327.0,406.0,6411.0,64.0,21208.0,254.0,42173211.0,1177103.0,35827969.0,Asia,47.0,3929.0,1.0,18.0,0.06,179.0
85,78.0,Sri Lanka,663678,7.0,16511.0,,646923.0,2.0,244.0,,30753.0,765.0,6486117.0,300545.0,21581197.0,Asia,33.0,1307.0,3.0,0.3,,11.0
86,79.0,Paraguay,649929,211.0,18881.0,9.0,624673.0,,6375.0,2.0,89075.0,2588.0,2633737.0,360963.0,7296423.0,South America,11.0,386.0,3.0,29.0,1.0,874.0
87,80.0,Kuwait,632074,,2555.0,,629114.0,,405.0,3.0,144023.0,582.0,8071763.0,1839213.0,4388704.0,Asia,7.0,1718.0,1.0,,,92.0
88,81.0,Myanmar,613144,4.0,19434.0,,592099.0,10.0,1611.0,,11129.0,353.0,8092481.0,146890.0,55092118.0,Asia,90.0,2835.0,7.0,0.07,,29.0
89,82.0,Palestine,582246,127.0,5355.0,2.0,576764.0,80.0,127.0,17.0,109379.0,1006.0,3078533.0,578326.0,5323177.0,Asia,9.0,994.0,2.0,24.0,0.4,24.0
90,83.0,Dominican Republic,580661,249.0,4377.0,1.0,575748.0,165.0,536.0,1.0,52542.0,396.0,3310374.0,299543.0,11051401.0,North America,19.0,2525.0,3.0,23.0,0.09,49.0
91,84.0,Bahrain,578255,603.0,1479.0,,571325.0,864.0,5451.0,4.0,319100.0,816.0,9789851.0,5402352.0,1812146.0,Asia,3.0,1225.0,0.0,333.0,,3008.0
92,85.0,Estonia,573920,,2556.0,,514836.0,,56528.0,3.0,432102.0,1924.0,3345340.0,2518694.0,1328204.0,Europe,2.0,520.0,0.0,,,42560.0
93,86.0,Venezuela,523059,39.0,5712.0,,516247.0,22.0,1100.0,230.0,18492.0,202.0,3359014.0,118755.0,28285251.0,South America,54.0,4952.0,8.0,1.0,,39.0
94,87.0,Moldova,516986,,11489.0,,504142.0,,1355.0,49.0,128718.0,2861.0,3216305.0,800787.0,4016428.0,Europe,8.0,350.0,1.0,,,337.0
95,88.0,Egypt,515645,,24613.0,,442182.0,,48850.0,122.0,4867.0,232.0,3693367.0,34861.0,105944231.0,Africa,205.0,4304.0,29.0,,,461.0
96,89.0,Libya,501904,,6430.0,,490973.0,,4501.0,101.0,71232.0,913.0,2477219.0,351575.0,7046067.0,Africa,14.0,1096.0,3.0,,,639.0
97,90.0,Cyprus,477711,,1032.0,,124370.0,,352309.0,60.0,390351.0,843.0,9477138.0,7744025.0,1223800.0,Asia,3.0,1186.0,0.0,,,287881.0
98,91.0,Ethiopia,470991,42.0,7512.0,2.0,455758.0,1.0,7721.0,6.0,3916.0,62.0,4841767.0,40251.0,120288523.0,Africa,255.0,16013.0,25.0,0.3,0.02,64.0
99,92.0,Mongolia,469885,,2179.0,,313256.0,,154450.0,192.0,139141.0,645.0,4030048.0,1193369.0,3377034.0,Asia,7.0,1550.0,1.0,,,45735.0
100,93.0,Honduras,424447,57.0,10896.0,,132401.0,43.0,281150.0,105.0,41616.0,1068.0,1366423.0,133973.0,10199251.0,North America,24.0,936.0,7.0,6.0,,27566.0
101,94.0,Armenia,422917,21.0,8623.0,,412071.0,23.0,2223.0,,142224.0,2900.0,3078174.0,1035166.0,2973603.0,Asia,7.0,345.0,1.0,7.0,,748.0
102,95.0,Réunion,405980,,762.0,,395430.0,,9788.0,10.0,447477.0,840.0,1603660.0,1767578.0,907264.0,Africa,2.0,1191.0,1.0,,,10788.0
103,96.0,Oman,389427,19.0,4260.0,,384605.0,13.0,562.0,2.0,72797.0,796.0,25000000.0,4673353.0,5349478.0,Asia,14.0,1256.0,0.0,4.0,,105.0
104,97.0,Bosnia and Herzegovina,377579,68.0,15781.0,3.0,,,,,116441.0,4867.0,1768842.0,545492.0,3242656.0,Europe,9.0,205.0,2.0,21.0,0.9,52297.0
105,98.0,Qatar,366343,164.0,677.0,,364613.0,139.0,1053.0,1.0,130473.0,241.0,3490834.0,1243261.0,2807805.0,Asia,8.0,4147.0,1.0,58.0,,375.0
106,99.0,Kenya,324046,20.0,5649.0,,318170.0,28.0,227.0,,5788.0,101.0,3635279.0,64932.0,55986284.0,Africa,173.0,9911.0,15.0,0.4,,4.0
107,100.0,Zambia,320680,53.0,3983.0,,316139.0,63.0,558.0,1.0,16576.0,206.0,3454966.0,178582.0,19346617.0,Africa,60.0,4857.0,6.0,3.0,,29.0
108,101.0,North Macedonia,310859,176.0,9291.0,2.0,301035.0,275.0,533.0,,149221.0,4460.0,2037280.0,977950.0,2083214.0,Europe,7.0,224.0,1.0,84.0,1.0,256.0
109,102.0,Botswana,306324,,2690.0,,303026.0,,608.0,1.0,125521.0,1102.0,2026898.0,830551.0,2440427.0,Africa,8.0,907.0,1.0,,,249.0
110,103.0,Albania,275621,6.0,3497.0,,271857.0,,267.0,2.0,95971.0,1218.0,1817871.0,632981.0,2871920.0,Europe,10.0,821.0,2.0,2.0,,93.0
111,104.0,Algeria,265823,5.0,6875.0,,178374.0,,80574.0,6.0,5864.0,152.0,230861.0,5093.0,45332016.0,Africa,171.0,6594.0,196.0,0.1,,1777.0
112,105.0,Nigeria,255859,,3143.0,,249943.0,,2773.0,11.0,1186.0,15.0,5114703.0,23713.0,215693429.0,Africa,843.0,68627.0,42.0,,,13.0
113,106.0,Zimbabwe,249431,169.0,5484.0,1.0,242537.0,37.0,1410.0,12.0,16337.0,359.0,2288322.0,149881.0,15267623.0,Africa,61.0,2784.0,7.0,11.0,0.07,92.0
114,107.0,Luxembourg,244182,,1073.0,,235939.0,,7170.0,,378561.0,1663.0,4248188.0,6586072.0,645026.0,Europe,3.0,601.0,0.0,,,11116.0
115,108.0,Uzbekistan,238818,16.0,1637.0,,236999.0,25.0,182.0,23.0,6947.0,48.0,1377915.0,40083.0,34376493.0,Asia,144.0,21000.0,25.0,0.5,,5.0
116,109.0,Montenegro,236320,43.0,2719.0,,232994.0,39.0,607.0,6.0,376177.0,4328.0,2465824.0,3925128.0,628215.0,Europe,3.0,231.0,0.0,68.0,,966.0
117,110.0,Mozambique,225503,5.0,2201.0,,223217.0,27.0,85.0,13.0,6856.0,67.0,1320294.0,40139.0,32892731.0,Africa,146.0,14944.0,25.0,0.2,,3.0
118,111.0,Laos,209434,48.0,754.0,,,,,,28025.0,101.0,1232128.0,164877.0,7473035.0,Asia,36.0,9911.0,6.0,6.0,,26899.0
119,112.0,Kyrgyzstan,200993,,2991.0,,196406.0,,1596.0,131.0,29885.0,445.0,1907195.0,283576.0,6725521.0,Asia,33.0,2249.0,4.0,,,237.0
120,113.0,Iceland,186545,,120.0,,,,,,540106.0,347.0,2264004.0,6554996.0,345386.0,Europe,2.0,2878.0,0.0,,,320627.0
121,114.0,Maldives,179483,,298.0,,163687.0,,15498.0,25.0,321452.0,534.0,2213831.0,3964952.0,558350.0,Asia,3.0,1874.0,0.0,,,27757.0
122,115.0,Afghanistan,179328,49.0,7691.0,,162256.0,54.0,9381.0,1124.0,4420.0,190.0,952654.0,23483.0,40567840.0,Asia,226.0,5275.0,43.0,1.0,,231.0
123,116.0,Uganda,164069,,3596.0,,100205.0,,60268.0,2.0,3387.0,74.0,2612795.0,53937.0,48441721.0,Africa,295.0,13471.0,19.0,,,1244.0
124,117.0,El Salvador,162089,,4130.0,1.0,150662.0,,7297.0,8.0,24756.0,631.0,1950448.0,297895.0,6547426.0,North America,40.0,1585.0,3.0,,0.2,1114.0
125,118.0,Ghana,161310,30.0,1445.0,,159817.0,29.0,48.0,1.0,4996.0,45.0,2443798.0,75692.0,32285945.0,Africa,200.0,22343.0,13.0,0.9,,1.0
126,119.0,Namibia,160074,,4028.0,,153662.0,,2384.0,,60935.0,1533.0,1018783.0,387817.0,2626968.0,Africa,16.0,652.0,3.0,,,908.0
127,120.0,Trinidad and Tobago,155384,237.0,3878.0,4.0,142244.0,890.0,9262.0,18.0,110361.0,2754.0,727001.0,516349.0,1407965.0,North America,9.0,363.0,2.0,168.0,3.0,6578.0
128,121.0,Martinique,153253,,926.0,,104.0,,152223.0,8.0,408979.0,2471.0,828928.0,2212120.0,374721.0,North America,2.0,405.0,0.0,,,406230.0
129,122.0,Brunei,144956,297.0,221.0,1.0,143060.0,272.0,1675.0,,325513.0,496.0,717784.0,1611857.0,445315.0,Asia,3.0,2015.0,1.0,667.0,2.0,3761.0
130,123.0,Guadeloupe,140130,,854.0,,2250.0,,137026.0,19.0,350104.0,2134.0,938039.0,2343621.0,400252.0,North America,3.0,469.0,0.0,,,342349.0
131,124.0,Cambodia,136262,,3056.0,,133197.0,3.0,9.0,,7944.0,178.0,2961934.0,172690.0,17151764.0,Asia,126.0,5612.0,6.0,,,0.5
132,125.0,Jamaica,132909,295.0,3011.0,7.0,85265.0,382.0,44633.0,,44520.0,1009.0,1040888.0,348666.0,2985344.0,North America,22.0,991.0,3.0,99.0,2.0,14951.0
133,126.0,Rwanda,129918,8.0,1459.0,,45522.0,,82937.0,,9586.0,108.0,5352621.0,394952.0,13552596.0,Africa,104.0,9289.0,3.0,0.6,,6120.0
134,127.0,Cameroon,119780,,1927.0,,117791.0,,62.0,13.0,4312.0,69.0,1751774.0,63055.0,27781486.0,Africa,232.0,14417.0,16.0,,,2.0
135,128.0,Angola,99194,,1900.0,,97149.0,,145.0,,2852.0,55.0,1499795.0,43125.0,34777696.0,Africa,351.0,18304.0,23.0,,,4.0
136,129.0,Malta,93572,64.0,713.0,,90182.0,106.0,2677.0,4.0,210870.0,1607.0,1906090.0,4295482.0,443743.0,Europe,5.0,622.0,0.0,144.0,,6033.0
137,130.0,DRC,87633,610.0,1338.0,1.0,50930.0,,35365.0,,926.0,14.0,846704.0,8945.0,94652156.0,Africa,1080.0,70742.0,112.0,6.0,0.01,374.0
138,131.0,Senegal,86045,6.0,1966.0,,84061.0,2.0,18.0,,4898.0,112.0,1083099.0,61648.0,17568978.0,Africa,204.0,8936.0,16.0,0.3,,1.0
139,132.0,Malawi,85889,1.0,2637.0,1.0,82711.0,2.0,541.0,67.0,4283.0,131.0,579202.0,28882.0,20054276.0,Africa,233.0,7605.0,35.0,0.05,0.05,27.0
140,133.0,Ivory Coast,82008,7.0,799.0,,81185.0,12.0,24.0,,2971.0,29.0,1511932.0,54781.0,27599717.0,Africa,337.0,34543.0,18.0,0.3,,0.9
141,134.0,French Guiana,81784,,397.0,,11254.0,,70133.0,1.0,261159.0,1268.0,631628.0,2016963.0,313158.0,South America,4.0,789.0,0.0,,,223954.0
142,135.0,Suriname,80008,,1337.0,,49455.0,,29216.0,,134137.0,2242.0,236268.0,396114.0,596464.0,South America,7.0,446.0,3.0,,,48982.0
143,136.0,Barbados,76895,324.0,434.0,1.0,71497.0,,4964.0,,266966.0,1507.0,671718.0,2332087.0,288033.0,North America,4.0,664.0,0.0,1125.0,3.0,17234.0
144,137.0,Channel Islands,75275,,173.0,,74574.0,,528.0,,425617.0,978.0,1252808.0,7083574.0,176861.0,Europe,2.0,1022.0,0.0,,,2985.0
145,138.0,French Polynesia,72836,15.0,649.0,,,,,7.0,256514.0,2286.0,,,283946.0,Australia/Oceania,4.0,438.0,,53.0,,136248.0
146,139.0,Eswatini,71775,70.0,1403.0,,69788.0,108.0,584.0,11.0,60691.0,1186.0,1022027.0,864196.0,1182634.0,Africa,16.0,843.0,1.0,59.0,,494.0
