,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
0,,Asia,151768520,415712.0,1428489.0,221.0,144305629.0,292989.0,6034402.0,11792.0,,,,,,Asia,,,,,,
1,,North America,99919510,86110.0,1468181.0,363.0,94987284.0,62316.0,3464045.0,7564.0,,,,,,North America,,,,,,
2,,South America,57225482,29718.0,1296989.0,246.0,53207337.0,1987.0,2721156.0,10560.0,,,,,,South America,,,,,,
3,,Europe,194735671,213918.0,1832918.0,670.0,182425791.0,354180.0,10476962.0,7914.0,,,,,,Europe,,,,,,
4,,Oceania,8071090,78163.0,11506.0,74.0,7567799.0,82859.0,491785.0,163.0,,,,,,Australia/Oceania,,,,,,
5,,Africa,12063455,11900.0,254401.0,55.0,11232129.0,15861.0,576925.0,957.0,,,,,,Africa,,,,,,
6,,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
7,,World,523784449,835521.0,6292499.0,1629.0,493726675.0,810192.0,23765275.0,38950.0,67197.0,807.3,,,,All,,,,,,
8,1.0,China,222130,175.0,5214.0,1.0,211557.0,476.0,5359.0,343.0,154.0,4.0,160000000.0,111163.0,1439323776.0,Asia,6480.0,276050.0,9.0,0.1,,4.0
9,2.0,USA,84473447,75368.0,1027285.0,305.0,81380775.0,51808.0,2065387.0,2098.0,252436.0,3070.0,1019232166.0,3045816.0,334633503.0,North America,4.0,326.0,0.0,225.0,0.9,6172.0
10,3.0,India,43127199,1829.0,524293.0,33.0,42587259.0,2549.0,15647.0,698.0,30687.0,373.0,844491640.0,600897.0,1405384154.0,Asia,33.0,2681.0,2.0,1.0,0.02,11.0
11,4.0,Brazil,30728286,26386.0,665277.0,221.0,29724682.0,,338327.0,8318.0,142666.0,3089.0,63776166.0,296102.0,215385869.0,South America,7.0,324.0,3.0,123.0,1.0,1571.0
12,5.0,France,29233309,43727.0,147568.0,90.0,28335646.0,67585.0,750095.0,1329.0,446013.0,2251.0,271490188.0,4142126.0,65543683.0,Europe,2.0,444.0,0.0,667.0,1.0,11444.0
13,6.0,Germany,25892255,82591.0,138183.0,176.0,24155900.0,141900.0,1598172.0,1279.0,307199.0,1639.0,122332384.0,1451412.0,84285070.0,Europe,3.0,610.0,1.0,980.0,2.0,18962.0
14,7.0,UK,22207102,7099.0,177410.0,,21755615.0,21253.0,274077.0,189.0,323940.0,2588.0,519264096.0,7574628.0,68553083.0,Europe,3.0,386.0,0.0,104.0,,3998.0
15,8.0,Russia,18268958,4122.0,377869.0,110.0,17658542.0,5984.0,232547.0,2300.0,125086.0,2587.0,273400000.0,1871942.0,146051508.0,Europe,8.0,387.0,1.0,28.0,0.8,1592.0
16,9.0,S. Korea,17830429,35072.0,23771.0,27.0,17170872.0,50516.0,635786.0,333.0,347222.0,463.0,15804065.0,307761.0,51351716.0,Asia,3.0,2160.0,3.0,683.0,0.5,12381.0
17,10.0,Italy,17116550,44489.0,165494.0,148.0,15983655.0,59720.0,967401.0,337.0,283878.0,2745.0,218293677.0,3620395.0,60295539.0,Europe,4.0,364.0,0.0,738.0,2.0,16044.0
18,11.0,Turkey,15057184,1608.0,98911.0,7.0,14955005.0,1219.0,3268.0,975.0,175009.0,1150.0,161010744.0,1871420.0,86036685.0,Asia,6.0,870.0,1.0,19.0,0.08,38.0
19,12.0,Spain,12179234,13028.0,105642.0,48.0,11588576.0,10620.0,485016.0,339.0,260303.0,2258.0,471036328.0,10067320.0,46788651.0,Europe,4.0,443.0,0.0,278.0,1.0,10366.0
20,13.0,Vietnam,10699965,1785.0,43071.0,4.0,9364857.0,5094.0,1292037.0,206.0,108106.0,435.0,85812322.0,866993.0,98976893.0,Asia,9.0,2298.0,1.0,18.0,0.04,13054.0
21,14.0,Argentina,9135308,,128776.0,,8895999.0,,110533.0,300.0,198716.0,2801.0,35716069.0,776916.0,45971570.0,South America,5.0,357.0,1.0,,,2404.0
22,15.0,Japan,8399390,26334.0,30089.0,28.0,8015458.0,35829.0,353843.0,127.0,66793.0,239.0,50658025.0,402840.0,125752328.0,Asia,15.0,4179.0,2.0,209.0,0.2,2814.0
23,16.0,Netherlands,8071518,1249.0,22297.0,3.0,7999615.0,2838.0,49606.0,43.0,469116.0,1296.0,21107399.0,1226761.0,17205790.0,Europe,2.0,772.0,1.0,73.0,0.2,2883.0
24,17.0,Iran,7228786,352.0,141236.0,4.0,7024787.0,1876.0,62763.0,768.0,84052.0,1642.0,51771715.0,601969.0,86003907.0,Asia,12.0,609.0,2.0,4.0,0.05,730.0
25,18.0,Australia,6703295,67650.0,7873.0,66.0,6313350.0,73403.0,382072.0,130.0,257291.0,302.0,70751949.0,2715659.0,26053324.0,Australia/Oceania,4.0,3309.0,0.0,2597.0,3.0,14665.0
26,19.0,Colombia,6095316,,139821.0,,5928829.0,,26666.0,342.0,117449.0,2694.0,34675581.0,668157.0,51897393.0,South America,9.0,371.0,1.0,,,514.0
27,20.0,Indonesia,6051205,247.0,156481.0,17.0,5890826.0,1029.0,3898.0,2771.0,21694.0,561.0,97570814.0,349799.0,278934010.0,Asia,46.0,1783.0,3.0,0.9,0.06,14.0
28,21.0,Poland,6004039,510.0,116217.0,10.0,5335143.0,18.0,552679.0,981.0,158967.0,3077.0,36239466.0,959501.0,37769081.0,Europe,6.0,325.0,1.0,14.0,0.3,14633.0
29,22.0,Mexico,5752441,862.0,324617.0,6.0,5050420.0,1181.0,377404.0,4798.0,43756.0,2469.0,15897804.0,120926.0,131466704.0,North America,23.0,405.0,8.0,7.0,0.05,2871.0
30,23.0,Ukraine,5009301,,108497.0,,,,,177.0,115842.0,2509.0,19521252.0,451438.0,43242411.0,Europe,9.0,399.0,2.0,,,19490.0
31,24.0,Malaysia,4481278,1469.0,35623.0,3.0,4415146.0,1836.0,30509.0,36.0,135216.0,1075.0,59379893.0,1791698.0,33141683.0,Asia,7.0,930.0,1.0,44.0,0.09,921.0
32,25.0,Thailand,4382977,3893.0,29553.0,38.0,4290090.0,7323.0,63334.0,1496.0,62500.0,421.0,17270775.0,246276.0,70127598.0,Asia,16.0,2373.0,4.0,56.0,0.5,903.0
33,26.0,Austria,4218059,2909.0,18312.0,9.0,4145947.0,5155.0,53800.0,58.0,463394.0,2012.0,185625927.0,20392793.0,9102526.0,Europe,2.0,497.0,0.0,320.0,1.0,5910.0
34,27.0,Belgium,4127123,,31656.0,,3961954.0,13915.0,133513.0,105.0,353229.0,2709.0,33906863.0,2901997.0,11683974.0,Europe,3.0,369.0,0.0,,,11427.0
35,28.0,Israel,4112839,2239.0,10812.0,7.0,4083611.0,,18416.0,150.0,441008.0,1159.0,41373364.0,4436346.0,9326000.0,Asia,2.0,863.0,0.0,240.0,0.8,1975.0
36,29.0,Portugal,4066674,,22583.0,,,,,61.0,401009.0,2227.0,41997519.0,4141317.0,10141103.0,Europe,2.0,449.0,0.0,,,115166.0
37,30.0,Czechia,3916440,515.0,40258.0,,3873157.0,791.0,3025.0,6.0,364451.0,3746.0,55334586.0,5149251.0,10746143.0,Europe,3.0,267.0,0.0,48.0,,281.0
38,31.0,South Africa,3899841,5096.0,100812.0,41.0,3720427.0,6630.0,78602.0,192.0,64240.0,1661.0,24927476.0,410617.0,60707421.0,Africa,16.0,602.0,2.0,84.0,0.7,1295.0
39,32.0,Canada,3829357,3456.0,40296.0,31.0,3507192.0,4187.0,281869.0,370.0,99824.0,1050.0,61538265.0,1604181.0,38361174.0,North America,10.0,952.0,1.0,90.0,0.8,7348.0
40,33.0,Philippines,3688001,110.0,60452.0,,3625062.0,,2487.0,480.0,32838.0,538.0,29892259.0,266160.0,112309225.0,Asia,30.0,1858.0,4.0,1.0,,22.0
41,34.0,Switzerland,3642604,1318.0,13934.0,1.0,3562426.0,6131.0,66244.0,71.0,415205.0,1588.0,20991820.0,2392771.0,8773018.0,Europe,2.0,630.0,0.0,150.0,0.1,7551.0
42,35.0,Chile,3611813,2475.0,57733.0,8.0,3472533.0,1629.0,81547.0,156.0,185954.0,2972.0,37737644.0,1942920.0,19423155.0,South America,5.0,336.0,1.0,127.0,0.4,4198.0
43,36.0,Peru,3573220,388.0,213058.0,14.0,,,,214.0,105620.0,6298.0,30290953.0,895361.0,33830976.0,South America,9.0,159.0,1.0,11.0,0.4,48461.0
44,37.0,Greece,3401927,6286.0,29599.0,23.0,3319180.0,5162.0,53148.0,167.0,329394.0,2866.0,81422970.0,7883833.0,10327840.0,Europe,3.0,349.0,0.0,609.0,2.0,5146.0
45,38.0,Denmark,2977944,735.0,6296.0,3.0,2962008.0,907.0,9640.0,13.0,510765.0,1080.0,127361506.0,21844547.0,5830357.0,Europe,2.0,926.0,0.0,126.0,0.5,1653.0
46,39.0,Romania,2904075,681.0,65625.0,13.0,,,,131.0,152865.0,3454.0,22965124.0,1208837.0,18997705.0,Europe,7.0,289.0,1.0,36.0,0.7,12201.0
47,40.0,Sweden,2504894,,18864.0,,2478036.0,,7994.0,9.0,245168.0,1846.0,18553837.0,1815965.0,10217065.0,Europe,4.0,542.0,1.0,,,782.0
48,41.0,Iraq,2326726,149.0,25216.0,,2300236.0,132.0,1274.0,13.0,55517.0,602.0,18538098.0,442327.0,41910395.0,Asia,18.0,1662.0,2.0,4.0,,30.0
49,42.0,Serbia,2013622,382.0,16053.0,3.0,1989782.0,759.0,7787.0,13.0,232210.0,1851.0,9616050.0,1108919.0,8671551.0,Europe,4.0,540.0,1.0,44.0,0.3,898.0
